,run_order,ms_file_label,plate_row,plate_col,column,sample_type,concentration,Biological sample_run_nbr
336,336,2021_12_24RG_Col03_Conditioning311,:,:,Col03,Biological sample,,311
337,337,2021_12_24RG_Col04_Conditioning312,:,:,Col04,Biological sample,,312
338,338,2021_12_24RG_Col03_Conditioning313,:,:,Col03,Biological sample,,313
339,339,2021_12_24RG_Col04_Conditioning314,:,:,Col04,Biological sample,,314
340,340,2021_12_24RG_Col03_Conditioning315,:,:,Col03,Biological sample,,315
341,341,2021_12_24RG_Col04_Conditioning316,:,:,Col04,Biological sample,,316
342,342,2021_12_24RG_Col03_Conditioning317,:,:,Col03,Biological sample,,317
343,343,2021_12_24RG_Col04_Conditioning318,:,:,Col04,Biological sample,,318
344,344,2021_12_24RG_Col03_Conditioning319,:,:,Col03,Biological sample,,319
345,345,2021_12_24RG_Col04_Conditioning320,:,:,Col04,Biological sample,,320
346,346,2021_12_24RG_Col03_Conditioning321,:,:,Col03,Biological sample,,321
347,347,2021_12_24RG_Col04_Conditioning322,:,:,Col04,Biological sample,,322
348,348,2021_12_24RG_Col03_Conditioning323,:,:,Col03,Biological sample,,323
349,349,2021_12_24RG_Col04_Conditioning324,:,:,Col04,Biological sample,,324
350,350,2021_12_24RG_Col03_Conditioning325,:,:,Col03,Biological sample,,325
351,351,2021_12_24RG_Col04_Conditioning326,:,:,Col04,Biological sample,,326
352,352,2021_12_24RG_Col03_Conditioning327,:,:,Col03,Biological sample,,327
353,353,2021_12_24RG_Col04_Conditioning328,:,:,Col04,Biological sample,,328
354,354,2021_12_24RG_Col03_Conditioning329,:,:,Col03,Biological sample,,329
355,355,2021_12_24RG_Col04_Conditioning330,:,:,Col04,Biological sample,,330
356,356,2021_12_24RG_Col03_Conditioning331,:,:,Col03,Biological sample,,331
357,357,2021_12_24RG_Col04_Conditioning332,:,:,Col04,Biological sample,,332
358,358,2021_12_24RG_Col03_Conditioning333,:,:,Col03,Biological sample,,333
359,359,2021_12_24RG_Col04_Conditioning334,:,:,Col04,Biological sample,,334
360,360,2021_12_24RG_Col03_Conditioning335,:,:,Col03,Biological sample,,335
361,361,2021_12_24RG_Col04_Conditioning336,:,:,Col04,Biological sample,,336
362,362,2021_12_24RG_Col03_Conditioning337,:,:,Col03,Biological sample,,337
363,363,2021_12_24RG_Col04_Conditioning338,:,:,Col04,Biological sample,,338
364,364,2021_12_24RG_Col03_Conditioning339,:,:,Col03,Biological sample,,339
365,365,2021_12_24RG_Col04_Conditioning340,:,:,Col04,Biological sample,,340
366,366,2021_12_24RG_Col03_Conditioning341,:,:,Col03,Biological sample,,341
367,367,2021_12_24RG_Col04_Conditioning342,:,:,Col04,Biological sample,,342
368,368,2021_12_24RG_Col03_Conditioning343,:,:,Col03,Biological sample,,343
369,369,2021_12_24RG_Col04_Conditioning344,:,:,Col04,Biological sample,,344
370,370,2021_12_24RG_Col03_Conditioning345,:,:,Col03,Biological sample,,345
371,371,2021_12_24RG_Col04_Conditioning346,:,:,Col04,Biological sample,,346
372,372,2021_12_24RG_Col03_Conditioning347,:,:,Col03,Biological sample,,347
373,373,2021_12_24RG_Col04_Conditioning348,:,:,Col04,Biological sample,,348
374,374,2021_12_24RG_Col03_Conditioning349,:,:,Col03,Biological sample,,349
375,375,2021_12_24RG_Col04_Conditioning350,:,:,Col04,Biological sample,,350
376,376,2021_12_24RG_Col03_Conditioning351,:,:,Col03,Biological sample,,351
377,377,2021_12_24RG_Col04_Conditioning352,:,:,Col04,Biological sample,,352
378,378,2021_12_24RG_Col03_Conditioning353,:,:,Col03,Biological sample,,353
379,379,2021_12_24RG_Col04_Conditioning354,:,:,Col04,Biological sample,,354
380,380,2021_12_24RG_Col03_Conditioning355,:,:,Col03,Biological sample,,355
381,381,2021_12_24RG_Col04_Conditioning356,:,:,Col04,Biological sample,,356
382,382,2021_12_24RG_Col03_Conditioning357,:,:,Col03,Biological sample,,357
383,383,2021_12_24RG_Col04_Conditioning358,:,:,Col04,Biological sample,,358
384,384,2021_12_24RG_Col03_Conditioning359,:,:,Col03,Biological sample,,359
385,385,2021_12_24RG_Col04_Conditioning360,:,:,Col04,Biological sample,,360
386,386,2021_12_24RG_Col03_Conditioning361,:,:,Col03,Biological sample,,361
387,387,2021_12_24RG_Col04_Conditioning362,:,:,Col04,Biological sample,,362
388,388,2021_12_24RG_Col03_Conditioning363,:,:,Col03,Biological sample,,363
389,389,2021_12_24RG_Col04_Conditioning364,:,:,Col04,Biological sample,,364
390,390,2021_12_24RG_Col03_Conditioning365,:,:,Col03,Biological sample,,365
391,391,2021_12_24RG_Col04_Conditioning366,:,:,Col04,Biological sample,,366
392,392,2021_12_24RG_Col03_Conditioning367,:,:,Col03,Biological sample,,367
393,393,2021_12_24RG_Col04_Conditioning368,:,:,Col04,Biological sample,,368
394,394,2021_12_24RG_Col03_Conditioning369,:,:,Col03,Biological sample,,369
395,395,2021_12_24RG_Col04_Conditioning370,:,:,Col04,Biological sample,,370
396,396,2021_12_24RG_Col03_Conditioning371,:,:,Col03,Biological sample,,371
397,397,2021_12_24RG_Col04_Conditioning372,:,:,Col04,Biological sample,,372
398,398,2021_12_24RG_Col03_Conditioning373,:,:,Col03,Biological sample,,373
399,399,2021_12_24RG_Col04_Conditioning374,:,:,Col04,Biological sample,,374
400,400,2021_12_24RG_Col03_Conditioning375,:,:,Col03,Biological sample,,375
401,401,2021_12_24RG_Col04_Conditioning376,:,:,Col04,Biological sample,,376
402,402,2021_12_24RG_Col03_Conditioning377,:,:,Col03,Biological sample,,377
403,403,2021_12_24RG_Col04_Conditioning378,:,:,Col04,Biological sample,,378
404,404,2021_12_24RG_Col03_Conditioning379,:,:,Col03,Biological sample,,379
405,405,2021_12_24RG_Col04_Conditioning380,:,:,Col04,Biological sample,,380
406,406,2021_12_24RG_Col03_Conditioning381,:,:,Col03,Biological sample,,381
407,407,2021_12_24RG_Col04_Conditioning382,:,:,Col04,Biological sample,,382
408,408,2021_12_24RG_Col03_Conditioning383,:,:,Col03,Biological sample,,383
409,409,2021_12_24RG_Col04_Conditioning384,:,:,Col04,Biological sample,,384
410,410,2021_12_24RG_Col03_Conditioning385,:,:,Col03,Biological sample,,385
411,411,2021_12_24RG_Col04_Conditioning386,:,:,Col04,Biological sample,,386
412,412,2021_12_24RG_Col03_Conditioning387,:,:,Col03,Biological sample,,387
413,413,2021_12_24RG_Col04_Conditioning388,:,:,Col04,Biological sample,,388
414,414,2021_12_24RG_Col03_Conditioning389,:,:,Col03,Biological sample,,389
415,415,2021_12_24RG_Col04_Conditioning390,:,:,Col04,Biological sample,,390
416,416,2021_12_24RG_Col03_Conditioning391,:,:,Col03,Biological sample,,391
417,417,2021_12_24RG_Col04_Conditioning392,:,:,Col04,Biological sample,,392
418,418,2021_12_24RG_Col03_Conditioning393,:,:,Col03,Biological sample,,393
419,419,2021_12_24RG_Col04_Conditioning394,:,:,Col04,Biological sample,,394
420,420,2021_12_24RG_Col03_Conditioning395,:,:,Col03,Biological sample,,395
421,421,2021_12_24RG_Col04_Conditioning396,:,:,Col04,Biological sample,,396
422,422,2021_12_24RG_Col03_Conditioning397,:,:,Col03,Biological sample,,397
423,423,2021_12_24RG_Col04_Conditioning398,:,:,Col04,Biological sample,,398
424,424,2021_12_24RG_Col03_Conditioning399,:,:,Col03,Biological sample,,399
425,425,2021_12_24RG_Col04_Conditioning400,:,:,Col04,Biological sample,,400
426,426,2021_12_24RG_Col03_Rep3_Std1,A,1,Col03,Standard,C1,
427,427,2021_12_24RG_Col04_Rep3_Std1,A,1,Col04,Standard,C1,
428,428,2021_12_24RG_Col03_Rep3_Std2,A,2,Col03,Standard,C2,
429,429,2021_12_24RG_Col04_Rep3_Std2,A,2,Col04,Standard,C2,
430,430,2021_12_24RG_Col03_Rep3_Std3,A,3,Col03,Standard,C3,
431,431,2021_12_24RG_Col04_Rep3_Std3,A,3,Col04,Standard,C3,
432,432,2021_12_24RG_Col03_Rep3_Std4,A,4,Col03,Standard,C4,
433,433,2021_12_24RG_Col04_Rep3_Std4,A,4,Col04,Standard,C4,
434,434,2021_12_24RG_Col03_Rep3_Std5,A,5,Col03,Standard,C5,
435,435,2021_12_24RG_Col04_Rep3_Std5,A,5,Col04,Standard,C5,
436,436,2021_12_24RG_Col03_Rep3_Std6,A,6,Col03,Standard,C6,
437,437,2021_12_24RG_Col04_Rep3_Std6,A,6,Col04,Standard,C6,
438,438,2021_12_24RG_Col03_Conditioning401,:,:,Col03,Biological sample,,401
439,439,2021_12_24RG_Col04_Conditioning402,:,:,Col04,Biological sample,,402
440,440,2021_12_24RG_Col03_Conditioning403,:,:,Col03,Biological sample,,403
441,441,2021_12_24RG_Col04_Conditioning404,:,:,Col04,Biological sample,,404
442,442,2021_12_24RG_Col03_Conditioning405,:,:,Col03,Biological sample,,405
443,443,2021_12_24RG_Col04_Conditioning406,:,:,Col04,Biological sample,,406
444,444,2021_12_24RG_Col03_Conditioning407,:,:,Col03,Biological sample,,407
445,445,2021_12_24RG_Col04_Conditioning408,:,:,Col04,Biological sample,,408
446,446,2021_12_24RG_Col03_Conditioning409,:,:,Col03,Biological sample,,409
447,447,2021_12_24RG_Col04_Conditioning410,:,:,Col04,Biological sample,,410
448,448,2021_12_24RG_Col03_Conditioning411,:,:,Col03,Biological sample,,411
449,449,2021_12_24RG_Col04_Conditioning412,:,:,Col04,Biological sample,,412
450,450,2021_12_24RG_Col03_Conditioning413,:,:,Col03,Biological sample,,413
451,451,2021_12_24RG_Col04_Conditioning414,:,:,Col04,Biological sample,,414
452,452,2021_12_24RG_Col03_Conditioning415,:,:,Col03,Biological sample,,415
453,453,2021_12_24RG_Col04_Conditioning416,:,:,Col04,Biological sample,,416
454,454,2021_12_24RG_Col03_Conditioning417,:,:,Col03,Biological sample,,417
455,455,2021_12_24RG_Col04_Conditioning418,:,:,Col04,Biological sample,,418
456,456,2021_12_24RG_Col03_Conditioning419,:,:,Col03,Biological sample,,419
457,457,2021_12_24RG_Col04_Conditioning420,:,:,Col04,Biological sample,,420
458,458,2021_12_24RG_Col03_Conditioning421,:,:,Col03,Biological sample,,421
459,459,2021_12_24RG_Col04_Conditioning422,:,:,Col04,Biological sample,,422
460,460,2021_12_24RG_Col03_Conditioning423,:,:,Col03,Biological sample,,423
461,461,2021_12_24RG_Col04_Conditioning424,:,:,Col04,Biological sample,,424
462,462,2021_12_24RG_Col03_Conditioning425,:,:,Col03,Biological sample,,425
463,463,2021_12_24RG_Col04_Conditioning426,:,:,Col04,Biological sample,,426
464,464,2021_12_24RG_Col03_Conditioning427,:,:,Col03,Biological sample,,427
465,465,2021_12_24RG_Col04_Conditioning428,:,:,Col04,Biological sample,,428
466,466,2021_12_24RG_Col03_Conditioning429,:,:,Col03,Biological sample,,429
467,467,2021_12_24RG_Col04_Conditioning430,:,:,Col04,Biological sample,,430
468,468,2021_12_24RG_Col03_Conditioning431,:,:,Col03,Biological sample,,431
469,469,2021_12_24RG_Col04_Conditioning432,:,:,Col04,Biological sample,,432
470,470,2021_12_24RG_Col03_Conditioning433,:,:,Col03,Biological sample,,433
471,471,2021_12_24RG_Col04_Conditioning434,:,:,Col04,Biological sample,,434
472,472,2021_12_24RG_Col03_Conditioning435,:,:,Col03,Biological sample,,435
473,473,2021_12_24RG_Col04_Conditioning436,:,:,Col04,Biological sample,,436
474,474,2021_12_24RG_Col03_Conditioning437,:,:,Col03,Biological sample,,437
475,475,2021_12_24RG_Col04_Conditioning438,:,:,Col04,Biological sample,,438
476,476,2021_12_24RG_Col03_Conditioning439,:,:,Col03,Biological sample,,439
477,477,2021_12_24RG_Col04_Conditioning440,:,:,Col04,Biological sample,,440
478,478,2021_12_24RG_Col03_Conditioning441,:,:,Col03,Biological sample,,441
479,479,2021_12_24RG_Col04_Conditioning442,:,:,Col04,Biological sample,,442
480,480,2021_12_24RG_Col03_Conditioning443,:,:,Col03,Biological sample,,443
481,481,2021_12_24RG_Col04_Conditioning444,:,:,Col04,Biological sample,,444
482,482,2021_12_24RG_Col03_Conditioning445,:,:,Col03,Biological sample,,445
483,483,2021_12_24RG_Col04_Conditioning446,:,:,Col04,Biological sample,,446
484,484,2021_12_24RG_Col03_Conditioning447,:,:,Col03,Biological sample,,447
485,485,2021_12_24RG_Col04_Conditioning448,:,:,Col04,Biological sample,,448
486,486,2021_12_24RG_Col03_Conditioning449,:,:,Col03,Biological sample,,449
487,487,2021_12_24RG_Col04_Conditioning450,:,:,Col04,Biological sample,,450
488,488,2021_12_24RG_Col03_Conditioning451,:,:,Col03,Biological sample,,451
489,489,2021_12_24RG_Col04_Conditioning452,:,:,Col04,Biological sample,,452
490,490,2021_12_24RG_Col03_Conditioning453,:,:,Col03,Biological sample,,453
491,491,2021_12_24RG_Col04_Conditioning454,:,:,Col04,Biological sample,,454
492,492,2021_12_24RG_Col03_Conditioning455,:,:,Col03,Biological sample,,455
493,493,2021_12_24RG_Col04_Conditioning456,:,:,Col04,Biological sample,,456
494,494,2021_12_24RG_Col03_Conditioning457,:,:,Col03,Biological sample,,457
495,495,2021_12_24RG_Col04_Conditioning458,:,:,Col04,Biological sample,,458
496,496,2021_12_24RG_Col03_Conditioning459,:,:,Col03,Biological sample,,459
497,497,2021_12_24RG_Col04_Conditioning460,:,:,Col04,Biological sample,,460
498,498,2021_12_24RG_Col03_Conditioning461,:,:,Col03,Biological sample,,461
499,499,2021_12_24RG_Col04_Conditioning462,:,:,Col04,Biological sample,,462
500,500,2021_12_24RG_Col03_Conditioning463,:,:,Col03,Biological sample,,463
501,501,2021_12_24RG_Col04_Conditioning464,:,:,Col04,Biological sample,,464
502,502,2021_12_24RG_Col03_Conditioning465,:,:,Col03,Biological sample,,465
503,503,2021_12_24RG_Col04_Conditioning466,:,:,Col04,Biological sample,,466
504,504,2021_12_24RG_Col03_Conditioning467,:,:,Col03,Biological sample,,467
505,505,2021_12_24RG_Col04_Conditioning468,:,:,Col04,Biological sample,,468
506,506,2021_12_24RG_Col03_Conditioning469,:,:,Col03,Biological sample,,469
507,507,2021_12_24RG_Col04_Conditioning470,:,:,Col04,Biological sample,,470
508,508,2021_12_24RG_Col03_Conditioning471,:,:,Col03,Biological sample,,471
509,509,2021_12_24RG_Col04_Conditioning472,:,:,Col04,Biological sample,,472
510,510,2021_12_24RG_Col03_Conditioning473,:,:,Col03,Biological sample,,473
511,511,2021_12_24RG_Col04_Conditioning474,:,:,Col04,Biological sample,,474
512,512,2021_12_24RG_Col03_Conditioning475,:,:,Col03,Biological sample,,475
513,513,2021_12_24RG_Col04_Conditioning476,:,:,Col04,Biological sample,,476
514,514,2021_12_24RG_Col03_Conditioning477,:,:,Col03,Biological sample,,477
515,515,2021_12_24RG_Col04_Conditioning478,:,:,Col04,Biological sample,,478
516,516,2021_12_24RG_Col03_Conditioning479,:,:,Col03,Biological sample,,479
517,517,2021_12_24RG_Col04_Conditioning480,:,:,Col04,Biological sample,,480
518,518,2021_12_24RG_Col03_Conditioning481,:,:,Col03,Biological sample,,481
519,519,2021_12_24RG_Col04_Conditioning482,:,:,Col04,Biological sample,,482
520,520,2021_12_24RG_Col03_Conditioning483,:,:,Col03,Biological sample,,483
521,521,2021_12_24RG_Col04_Conditioning484,:,:,Col04,Biological sample,,484
522,522,2021_12_24RG_Col03_Conditioning485,:,:,Col03,Biological sample,,485
523,523,2021_12_24RG_Col04_Conditioning486,:,:,Col04,Biological sample,,486
524,524,2021_12_24RG_Col03_Conditioning487,:,:,Col03,Biological sample,,487
525,525,2021_12_24RG_Col04_Conditioning488,:,:,Col04,Biological sample,,488
526,526,2021_12_24RG_Col03_Conditioning489,:,:,Col03,Biological sample,,489
527,527,2021_12_24RG_Col04_Conditioning490,:,:,Col04,Biological sample,,490
528,528,2021_12_24RG_Col03_Conditioning491,:,:,Col03,Biological sample,,491
529,529,2021_12_24RG_Col04_Conditioning492,:,:,Col04,Biological sample,,492
530,530,2021_12_24RG_Col03_Conditioning493,:,:,Col03,Biological sample,,493
531,531,2021_12_24RG_Col04_Conditioning494,:,:,Col04,Biological sample,,494
532,532,2021_12_24RG_Col03_Conditioning495,:,:,Col03,Biological sample,,495
533,533,2021_12_24RG_Col04_Conditioning496,:,:,Col04,Biological sample,,496
534,534,2021_12_24RG_Col03_Conditioning497,:,:,Col03,Biological sample,,497
535,535,2021_12_24RG_Col04_Conditioning498,:,:,Col04,Biological sample,,498
536,536,2021_12_24RG_Col03_Conditioning499,:,:,Col03,Biological sample,,499
537,537,2021_12_24RG_Col04_Conditioning500,:,:,Col04,Biological sample,,500
538,538,2021_12_24RG_Col03_Conditioning501,:,:,Col03,Biological sample,,501
539,539,2021_12_24RG_Col04_Conditioning502,:,:,Col04,Biological sample,,502
540,540,2021_12_24RG_Col03_Conditioning503,:,:,Col03,Biological sample,,503
541,541,2021_12_24RG_Col04_Conditioning504,:,:,Col04,Biological sample,,504
542,542,2021_12_24RG_Col03_Conditioning505,:,:,Col03,Biological sample,,505
543,543,2021_12_24RG_Col04_Conditioning506,:,:,Col04,Biological sample,,506
544,544,2021_12_24RG_Col03_Conditioning507,:,:,Col03,Biological sample,,507
545,545,2021_12_24RG_Col04_Conditioning508,:,:,Col04,Biological sample,,508
546,546,2021_12_24RG_Col03_Conditioning509,:,:,Col03,Biological sample,,509
547,547,2021_12_24RG_Col04_Conditioning510,:,:,Col04,Biological sample,,510
548,548,2021_12_24RG_Col03_Conditioning511,:,:,Col03,Biological sample,,511
549,549,2021_12_24RG_Col04_Conditioning512,:,:,Col04,Biological sample,,512
550,550,2021_12_24RG_Col03_Conditioning513,:,:,Col03,Biological sample,,513
551,551,2021_12_24RG_Col04_Conditioning514,:,:,Col04,Biological sample,,514
552,552,2021_12_24RG_Col03_Conditioning515,:,:,Col03,Biological sample,,515
553,553,2021_12_24RG_Col04_Conditioning516,:,:,Col04,Biological sample,,516
554,554,2021_12_24RG_Col03_Conditioning517,:,:,Col03,Biological sample,,517
555,555,2021_12_24RG_Col04_Conditioning518,:,:,Col04,Biological sample,,518
556,556,2021_12_24RG_Col03_Conditioning519,:,:,Col03,Biological sample,,519
557,557,2021_12_24RG_Col04_Conditioning520,:,:,Col04,Biological sample,,520
558,558,2021_12_24RG_Col03_Conditioning521,:,:,Col03,Biological sample,,521
559,559,2021_12_24RG_Col04_Conditioning522,:,:,Col04,Biological sample,,522
560,560,2021_12_24RG_Col03_Conditioning523,:,:,Col03,Biological sample,,523
561,561,2021_12_24RG_Col04_Conditioning524,:,:,Col04,Biological sample,,524
562,562,2021_12_24RG_Col03_Conditioning525,:,:,Col03,Biological sample,,525
563,563,2021_12_24RG_Col04_Conditioning526,:,:,Col04,Biological sample,,526
564,564,2021_12_24RG_Col03_Conditioning527,:,:,Col03,Biological sample,,527
565,565,2021_12_24RG_Col04_Conditioning528,:,:,Col04,Biological sample,,528
566,566,2021_12_24RG_Col03_Conditioning529,:,:,Col03,Biological sample,,529
567,567,2021_12_24RG_Col04_Conditioning530,:,:,Col04,Biological sample,,530
568,568,2021_12_24RG_Col03_Conditioning531,:,:,Col03,Biological sample,,531
569,569,2021_12_24RG_Col04_Conditioning532,:,:,Col04,Biological sample,,532
570,570,2021_12_24RG_Col03_Conditioning533,:,:,Col03,Biological sample,,533
571,571,2021_12_24RG_Col04_Conditioning534,:,:,Col04,Biological sample,,534
572,572,2021_12_24RG_Col03_Conditioning535,:,:,Col03,Biological sample,,535
573,573,2021_12_24RG_Col04_Conditioning536,:,:,Col04,Biological sample,,536
574,574,2021_12_24RG_Col03_Conditioning537,:,:,Col03,Biological sample,,537
575,575,2021_12_24RG_Col04_Conditioning538,:,:,Col04,Biological sample,,538
576,576,2021_12_24RG_Col03_Conditioning539,:,:,Col03,Biological sample,,539
577,577,2021_12_24RG_Col04_Conditioning540,:,:,Col04,Biological sample,,540
578,578,2021_12_24RG_Col03_Conditioning541,:,:,Col03,Biological sample,,541
579,579,2021_12_24RG_Col04_Conditioning542,:,:,Col04,Biological sample,,542
580,580,2021_12_24RG_Col03_Conditioning543,:,:,Col03,Biological sample,,543
581,581,2021_12_24RG_Col04_Conditioning544,:,:,Col04,Biological sample,,544
582,582,2021_12_24RG_Col03_Conditioning545,:,:,Col03,Biological sample,,545
583,583,2021_12_24RG_Col04_Conditioning546,:,:,Col04,Biological sample,,546
584,584,2021_12_24RG_Col03_Conditioning547,:,:,Col03,Biological sample,,547
585,585,2021_12_24RG_Col04_Conditioning548,:,:,Col04,Biological sample,,548
586,586,2021_12_24RG_Col03_Conditioning549,:,:,Col03,Biological sample,,549
587,587,2021_12_24RG_Col04_Conditioning550,:,:,Col04,Biological sample,,550
588,588,2021_12_24RG_Col03_Conditioning551,:,:,Col03,Biological sample,,551
589,589,2021_12_24RG_Col04_Conditioning552,:,:,Col04,Biological sample,,552
590,590,2021_12_24RG_Col03_Conditioning553,:,:,Col03,Biological sample,,553
591,591,2021_12_24RG_Col04_Conditioning554,:,:,Col04,Biological sample,,554
592,592,2021_12_24RG_Col03_Conditioning555,:,:,Col03,Biological sample,,555
593,593,2021_12_24RG_Col04_Conditioning556,:,:,Col04,Biological sample,,556
